,gene_name,baseMean_Mono_h24,baseMean_Control_h24,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Description
ENSG00000111731,C2CD5,3047.326385,2996.266582,2695.347732,0.024199701,0.134501831,0.179920976,0.857214608,0.987393177,C2 calcium dependent domain containing 5 [Source:HGNC Symbol;Acc:HGNC:29062]
ENSG00000111801,BTN3A3,1175.627611,1226.310821,1677.026634,-0.060916173,0.071005929,-0.857902632,0.390946231,0.925889643,butyrophilin subfamily 3 member A3 [Source:HGNC Symbol;Acc:HGNC:1140]
ENSG00000111817,DSE,4773.514051,4322.046333,6953.810412,0.143060993,0.069623498,2.054780321,0.039900228,0.808774309,dermatan sulfate epimerase [Source:HGNC Symbol;Acc:HGNC:21144]
ENSG00000111843,TMEM14C,5164.727135,4728.464482,6551.341364,0.127240271,0.105126121,1.210358284,0.226141442,0.897476576,transmembrane protein 14C [Source:HGNC Symbol;Acc:HGNC:20952]
ENSG00000111859,NEDD9,7340.7326,6862.778805,7991.68906,0.096937864,0.045180848,2.145552123,0.031908729,0.748729673,"neural precursor cell expressed, developmentally down-regulated 9 [Source:HGNC Symbol;Acc:HGNC:7733]"
ENSG00000111907,TPD52L1,127.786915,144.9568497,177.3492294,-0.181916795,0.189430755,-0.960334001,0.336887143,0.91381957,TPD52 like 1 [Source:HGNC Symbol;Acc:HGNC:12006]
ENSG00000111911,HINT3,1966.239197,1872.120241,2480.46342,0.070606449,0.110816976,0.637144695,0.524030598,0.939809632,histidine triad nucleotide binding protein 3 [Source:HGNC Symbol;Acc:HGNC:18468]
ENSG00000111912,NCOA7,6196.608264,6045.701897,7583.901567,0.035435054,0.081652622,0.433973247,0.664307869,0.962196393,nuclear receptor coactivator 7 [Source:HGNC Symbol;Acc:HGNC:21081]
ENSG00000112029,FBXO5,1517.238355,1636.874321,996.6763263,-0.109914093,0.119991505,-0.916015618,0.359658703,0.918793144,F-box protein 5 [Source:HGNC Symbol;Acc:HGNC:13584]
ENSG00000112096,SOD2,4240.675362,3705.409581,24743.99013,0.194767007,0.073880277,2.636251707,0.008382752,0.486466034,superoxide dismutase 2 [Source:HGNC Symbol;Acc:HGNC:11180]
ENSG00000112137,PHACTR1,1181.42668,1221.833802,1158.512046,-0.048683959,0.175376428,-0.277596934,0.781321786,0.977238336,phosphatase and actin regulator 1 [Source:HGNC Symbol;Acc:HGNC:20990]
ENSG00000112182,BACH2,268.2276363,247.9410446,203.170241,0.114239869,0.212223563,0.538299649,0.590370194,0.951224269,BTB domain and CNC homolog 2 [Source:HGNC Symbol;Acc:HGNC:14078]
ENSG00000112378,PERP,12815.82533,11225.47581,14188.16912,0.191101701,0.111854442,1.708485572,0.087546281,0.894474194,p53 apoptosis effector related to PMP22 [Source:HGNC Symbol;Acc:HGNC:17637]
ENSG00000112414,ADGRG6,28951.22336,28594.38206,34655.15412,0.017848443,0.074310035,0.240188869,0.810183842,0.98055119,adhesion G protein-coupled receptor G6 [Source:HGNC Symbol;Acc:HGNC:13841]
ENSG00000112419,PHACTR2,30717.27965,28851.49619,27257.47327,0.09036533,0.087914073,1.027882419,0.30400514,0.906947979,phosphatase and actin regulator 2 [Source:HGNC Symbol;Acc:HGNC:20956]
ENSG00000112667,DNPH1,1325.011126,1573.673731,1771.358646,-0.247510829,0.116495674,-2.124635362,0.033617051,0.763606584,2'-deoxynucleoside 5'-phosphate N-hydrolase 1 [Source:HGNC Symbol;Acc:HGNC:21218]
ENSG00000112715,VEGFA,1187.957634,1200.474935,2875.971143,-0.014318254,0.076208298,-0.187883141,0.850968259,0.98653461,vascular endothelial growth factor A [Source:HGNC Symbol;Acc:HGNC:12680]
ENSG00000112742,TTK,2668.595374,3164.218797,1635.722718,-0.246012674,0.122501965,-2.008234511,0.044618377,0.820687941,TTK protein kinase [Source:HGNC Symbol;Acc:HGNC:12401]
ENSG00000112773,TENT5A,327.818077,263.7054176,289.2316397,0.313096943,0.151835324,2.062082355,0.039199896,0.808774309,terminal nucleotidyltransferase 5A [Source:HGNC Symbol;Acc:HGNC:18345]
ENSG00000112877,CEP72,284.4757077,348.4910878,249.1819215,-0.291686256,0.170777036,-1.707994606,0.087637343,0.894474194,centrosomal protein 72 [Source:HGNC Symbol;Acc:HGNC:25547]
ENSG00000112977,DAP,15820.66739,16513.20432,13602.99006,-0.061810495,0.138830369,-0.445223155,0.656158495,0.959937119,death associated protein [Source:HGNC Symbol;Acc:HGNC:2672]
ENSG00000112984,KIF20A,5633.878154,6965.791644,3382.501181,-0.30615134,0.125706129,-2.435452766,0.014873166,0.614033784,kinesin family member 20A [Source:HGNC Symbol;Acc:HGNC:9787]
ENSG00000113070,HBEGF,3803.520076,3735.647725,6001.503998,0.02624274,0.095098606,0.275952942,0.78258421,0.977238336,heparin binding EGF like growth factor [Source:HGNC Symbol;Acc:HGNC:3059]
ENSG00000113319,RASGRF2,383.5877696,312.8267615,405.9070356,0.294879729,0.125395974,2.351588485,0.018693443,0.65766464,Ras protein specific guanine nucleotide releasing factor 2 [Source:HGNC Symbol;Acc:HGNC:9876]
ENSG00000113328,CCNG1,23905.50672,21672.08045,27720.67797,0.141480699,0.120446887,1.174631429,0.240142204,0.897845689,cyclin G1 [Source:HGNC Symbol;Acc:HGNC:1592]
ENSG00000113361,CDH6,12331.54377,11096.16163,12078.21982,0.152234571,0.107837596,1.411702192,0.158037668,0.897476576,cadherin 6 [Source:HGNC Symbol;Acc:HGNC:1765]
ENSG00000113368,LMNB1,5144.822642,6176.514922,3456.304142,-0.263612832,0.078134578,-3.373830621,0.0007413,0.158218523,lamin B1 [Source:HGNC Symbol;Acc:HGNC:6637]
ENSG00000113369,ARRDC3,7445.976636,7113.512721,7174.279692,0.065830875,0.123336754,0.53374905,0.593515168,0.951224269,arrestin domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29263]
ENSG00000113504,SLC12A7,2998.273873,3186.868023,3365.445182,-0.087853286,0.129828923,-0.676685008,0.498605831,0.937563007,solute carrier family 12 member 7 [Source:HGNC Symbol;Acc:HGNC:10915]
ENSG00000113580,NR3C1,6868.119945,6497.386675,7687.60918,0.079877925,0.071378891,1.1190693,0.263110576,0.904063171,nuclear receptor subfamily 3 group C member 1 [Source:HGNC Symbol;Acc:HGNC:7978]
ENSG00000113583,C5orf15,3561.98257,3059.700076,4170.07564,0.219044852,0.131399358,1.667016154,0.095511193,0.897476576,chromosome 5 open reading frame 15 [Source:HGNC Symbol;Acc:HGNC:20656]
ENSG00000113645,WWC1,85.71389104,55.23287102,143.0727449,0.629405026,0.230480315,2.730840702,0.0063173,0.450859911,WW and C2 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29435]
ENSG00000113657,DPYSL3,31150.14387,32105.60013,30788.49488,-0.043549701,0.050079304,-0.869614746,0.384510976,0.925889643,dihydropyrimidinase like 3 [Source:HGNC Symbol;Acc:HGNC:3015]
ENSG00000113810,SMC4,11113.70358,11629.08919,7389.710385,-0.065478657,0.105765925,-0.619090285,0.535856883,0.942590877,structural maintenance of chromosomes 4 [Source:HGNC Symbol;Acc:HGNC:14013]
ENSG00000114023,FAM162A,2175.396882,2176.20694,2618.676164,-0.000635691,0.114833376,-0.005535772,0.995583116,0.99962403,family with sequence similarity 162 member A [Source:HGNC Symbol;Acc:HGNC:17865]
ENSG00000114166,KAT2B,2029.973896,1849.873161,1927.264285,0.13351546,0.099455438,1.342465153,0.179445222,0.897476576,lysine acetyltransferase 2B [Source:HGNC Symbol;Acc:HGNC:8638]
ENSG00000114315,HES1,3424.161988,3423.992773,3525.797189,-0.000136075,0.085727365,-0.0015873,0.998733518,0.999805553,hes family bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:5192]
ENSG00000114529,C3orf52,668.7752305,549.9909923,802.9839673,0.2825402,0.100191729,2.819995247,0.004802436,0.40240857,chromosome 3 open reading frame 52 [Source:HGNC Symbol;Acc:HGNC:26255]
ENSG00000114554,PLXNA1,5690.770404,5962.25728,5599.33655,-0.067164597,0.138451661,-0.485112252,0.627596722,0.956897741,plexin A1 [Source:HGNC Symbol;Acc:HGNC:9099]
ENSG00000114631,PODXL2,825.6786529,917.3758565,667.3001968,-0.151435988,0.157751817,-0.959963507,0.337073582,0.91381957,podocalyxin like 2 [Source:HGNC Symbol;Acc:HGNC:17936]
ENSG00000114812,VIPR1,242.7108769,213.9504515,156.5130278,0.183595735,0.23891306,0.768462535,0.44221244,0.928168619,vasoactive intestinal peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:12694]
ENSG00000114861,FOXP1,5879.034586,5346.821626,5954.800029,0.136792638,0.133557571,1.024222266,0.305730304,0.90795186,forkhead box P1 [Source:HGNC Symbol;Acc:HGNC:3823]
ENSG00000115008,IL1A,584.1837088,301.4148182,1344.9974,0.952182186,0.180844309,5.265204053,1.40034E-07,0.000150863,interleukin 1 alpha [Source:HGNC Symbol;Acc:HGNC:5991]
ENSG00000115009,CCL20,0.448724851,0,148.0233571,1.339897667,1.21931196,1.098896518,0.271813206,0.904063171,C-C motif chemokine ligand 20 [Source:HGNC Symbol;Acc:HGNC:10619]
ENSG00000115107,STEAP3,4195.879366,4307.785226,3806.548214,-0.037841909,0.08681417,-0.435895532,0.662912527,0.961763051,STEAP3 metalloreductase [Source:HGNC Symbol;Acc:HGNC:24592]
ENSG00000115163,CENPA,789.5152367,857.2865779,462.9797291,-0.119158774,0.19124564,-0.623066615,0.533240747,0.942590877,centromere protein A [Source:HGNC Symbol;Acc:HGNC:1851]
ENSG00000115183,TANC1,19262.61305,20242.03306,19051.59097,-0.071550156,0.092222332,-0.775844142,0.437841017,0.928168619,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1 [Source:HGNC Symbol;Acc:HGNC:29364]"
ENSG00000115267,IFIH1,962.4289794,648.6828401,2571.846023,0.568021996,0.087673282,6.478849502,9.24246E-11,1.90092E-07,interferon induced with helicase C domain 1 [Source:HGNC Symbol;Acc:HGNC:18873]
ENSG00000115271,GCA,671.3021497,559.7351703,741.2513431,0.262054944,0.133138992,1.968280969,0.049035718,0.833976569,grancalcin [Source:HGNC Symbol;Acc:HGNC:15990]
ENSG00000115339,GALNT3,249.1108694,238.6011019,242.6246204,0.060464923,0.157130495,0.384807054,0.700380372,0.966210557,polypeptide N-acetylgalactosaminyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:4125]
ENSG00000115363,EVA1A,6520.884942,6905.344441,7601.255364,-0.082532902,0.076997838,-1.071885966,0.283771255,0.904772647,"eva-1 homolog A, regulator of programmed cell death [Source:HGNC Symbol;Acc:HGNC:25816]"
ENSG00000115380,EFEMP1,406905.0429,405458.8386,579667.7937,0.005135463,0.088064768,0.058314613,0.953498028,0.996893295,EGF containing fibulin extracellular matrix protein 1 [Source:HGNC Symbol;Acc:HGNC:3218]
ENSG00000115415,STAT1,12908.87502,13379.78182,16817.54299,-0.051681263,0.070129403,-0.736941427,0.46115797,0.92888928,signal transducer and activator of transcription 1 [Source:HGNC Symbol;Acc:HGNC:11362]
ENSG00000115457,IGFBP2,215.465013,235.7371069,181.073221,-0.12790343,0.190089113,-0.672860367,0.501036128,0.937563007,insulin like growth factor binding protein 2 [Source:HGNC Symbol;Acc:HGNC:5471]
ENSG00000115461,IGFBP5,80.3970066,69.23115657,124.1928702,0.217162028,0.497933343,0.436126704,0.662744803,0.961736723,insulin like growth factor binding protein 5 [Source:HGNC Symbol;Acc:HGNC:5474]
ENSG00000115525,ST3GAL5,3691.860537,4227.205891,3045.709906,-0.195288011,0.058818308,-3.320190877,0.000899559,0.162813019,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:10872]"
ENSG00000115594,IL1R1,720.701009,775.2290044,794.1975102,-0.105863616,0.099103056,-1.06821747,0.285422426,0.904772647,interleukin 1 receptor type 1 [Source:HGNC Symbol;Acc:HGNC:5993]
ENSG00000115602,IL1RL1,14549.08821,12889.61691,11127.39445,0.17468726,0.10649141,1.640388274,0.100924462,0.897476576,interleukin 1 receptor like 1 [Source:HGNC Symbol;Acc:HGNC:5998]
ENSG00000115604,IL18R1,819.6408527,831.4709777,1583.075336,-0.019869693,0.093514944,-0.212476126,0.831735601,0.983437684,interleukin 18 receptor 1 [Source:HGNC Symbol;Acc:HGNC:5988]
ENSG00000115652,UXS1,3537.120689,3505.090881,3800.460767,0.01295073,0.072894081,0.177665047,0.858986037,0.98802008,UDP-glucuronate decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:17729]
ENSG00000115657,ABCB6,102.4212004,101.5014019,101.5193698,0.012489214,0.167367929,0.074621308,0.94051602,0.996688152,ATP binding cassette subfamily B member 6 (Langereis blood group) [Source:HGNC Symbol;Acc:HGNC:47]
ENSG00000115738,ID2,363.9391338,279.9704092,333.8763944,0.377604934,0.164461879,2.296002791,0.021675722,0.691650064,inhibitor of DNA binding 2 [Source:HGNC Symbol;Acc:HGNC:5361]
ENSG00000115758,ODC1,14079.28398,14295.13952,11387.77944,-0.021931428,0.102758549,-0.213426794,0.830994083,0.983437684,ornithine decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:8109]
ENSG00000115828,QPCT,1240.411487,1190.403026,1766.289624,0.059435915,0.112726358,0.527258364,0.598014184,0.951981155,glutaminyl-peptide cyclotransferase [Source:HGNC Symbol;Acc:HGNC:9753]
ENSG00000115919,KYNU,495.1201361,358.0123045,1129.562969,0.465099512,0.130688471,3.558841171,0.000372495,0.099924237,kynureninase [Source:HGNC Symbol;Acc:HGNC:6469]
ENSG00000116017,ARID3A,914.2543519,883.5148481,1110.679642,0.049831441,0.110482694,0.451033907,0.651965111,0.959209349,AT-rich interaction domain 3A [Source:HGNC Symbol;Acc:HGNC:3031]
ENSG00000116032,GRIN3B,140.5696073,158.0981046,314.7663824,-0.166287469,0.211077999,-0.78780105,0.430813087,0.928168619,glutamate ionotropic receptor NMDA type subunit 3B [Source:HGNC Symbol;Acc:HGNC:16768]
ENSG00000116132,PRRX1,336.9468566,280.9431676,342.0318573,0.259047978,0.124970518,2.072872722,0.038184126,0.803607136,paired related homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9142]
ENSG00000116147,TNR,112.0098748,76.7095504,126.1794315,0.543704272,0.271499721,2.002596065,0.045220663,0.82439345,tenascin R [Source:HGNC Symbol;Acc:HGNC:11953]
ENSG00000116157,GPX7,305.7910481,223.9750509,353.410907,0.446221596,0.15919524,2.802983282,0.005063229,0.409108935,glutathione peroxidase 7 [Source:HGNC Symbol;Acc:HGNC:4559]
ENSG00000116183,PAPPA2,65.50352584,49.33579904,414.1871677,0.405524687,0.262596347,1.544289137,0.122518303,0.897476576,pappalysin 2 [Source:HGNC Symbol;Acc:HGNC:14615]
ENSG00000116191,RALGPS2,5245.199046,4816.31751,6066.867902,0.122942347,0.108350517,1.134672456,0.256512582,0.903252475,Ral GEF with PH domain and SH3 binding motif 2 [Source:HGNC Symbol;Acc:HGNC:30279]
ENSG00000116396,KCNC4,1470.514736,1613.879039,1347.649346,-0.134215669,0.255306302,-0.525704489,0.599093544,0.952364049,potassium voltage-gated channel subfamily C member 4 [Source:HGNC Symbol;Acc:HGNC:6236]
ENSG00000116663,FBXO6,398.8743506,377.1897726,534.3016637,0.081741029,0.125209606,0.652833529,0.513863606,0.93866183,F-box protein 6 [Source:HGNC Symbol;Acc:HGNC:13585]
ENSG00000116667,C1orf21,1419.966594,1458.785953,1752.942012,-0.03909315,0.082744531,-0.472456,0.636601341,0.957884546,chromosome 1 open reading frame 21 [Source:HGNC Symbol;Acc:HGNC:15494]
ENSG00000116698,SMG7,4177.189622,4046.110107,3595.723221,0.04593934,0.208223533,0.22062511,0.825384348,0.982148504,SMG7 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:16792]
ENSG00000116711,PLA2G4A,6439.837954,5691.915709,6421.086232,0.177991437,0.121308062,1.467267996,0.142303166,0.897476576,phospholipase A2 group IVA [Source:HGNC Symbol;Acc:HGNC:9035]
ENSG00000116717,GADD45A,2540.445513,2875.301954,2948.183884,-0.178265898,0.088003057,-2.025678476,0.042797744,0.813648288,growth arrest and DNA damage inducible alpha [Source:HGNC Symbol;Acc:HGNC:4095]
ENSG00000116741,RGS2,1562.279799,1568.032963,1910.861099,-0.005511824,0.112665573,-0.048921989,0.960981465,0.997563975,regulator of G protein signaling 2 [Source:HGNC Symbol;Acc:HGNC:9998]
ENSG00000116774,OLFML3,142.6219984,176.5446767,184.0452932,-0.308154827,0.172171509,-1.78981313,0.073483958,0.884961886,olfactomedin like 3 [Source:HGNC Symbol;Acc:HGNC:24956]
ENSG00000116852,KIF21B,773.7033237,814.4318571,708.9095014,-0.073598646,0.177663477,-0.414258729,0.678684636,0.963884915,kinesin family member 21B [Source:HGNC Symbol;Acc:HGNC:29442]
ENSG00000116962,NID1,18557.83632,20215.27853,21518.45683,-0.123419323,0.134907802,-0.914841996,0.360274584,0.918793144,nidogen 1 [Source:HGNC Symbol;Acc:HGNC:7821]
ENSG00000116990,MYCL,229.2795022,217.0126981,265.3665499,0.079637458,0.134252028,0.593193708,0.553051523,0.943796329,"MYCL proto-oncogene, bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:7555]"
ENSG00000117000,RLF,5447.744365,5046.016864,5895.376581,0.110274422,0.080996507,1.361471327,0.173364789,0.897476576,RLF zinc finger [Source:HGNC Symbol;Acc:HGNC:10025]
ENSG00000117152,RGS4,16784.90721,16334.33288,11812.3787,0.03924614,0.116640025,0.336472318,0.736514723,0.969760425,regulator of G protein signaling 4 [Source:HGNC Symbol;Acc:HGNC:10000]
ENSG00000117226,GBP3,2726.618637,2552.498007,3470.526064,0.094981627,0.079072113,1.201202591,0.229672625,0.897476576,guanylate binding protein 3 [Source:HGNC Symbol;Acc:HGNC:4184]
ENSG00000117228,GBP1,2137.708837,2119.811525,3710.75879,0.012333386,0.083258063,0.148134439,0.882236671,0.991180906,guanylate binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4182]
ENSG00000117298,ECE1,61046.41897,65450.55232,70278.15575,-0.100492381,0.113824017,-0.882875012,0.377303806,0.922624439,endothelin converting enzyme 1 [Source:HGNC Symbol;Acc:HGNC:3146]
ENSG00000117394,SLC2A1,3415.907957,3648.804056,3859.118874,-0.094856383,0.067996897,-1.395010459,0.163012685,0.897476576,solute carrier family 2 member 1 [Source:HGNC Symbol;Acc:HGNC:11005]
ENSG00000117399,CDC20,4066.654977,4889.957638,2343.419712,-0.265932827,0.122336885,-2.173774713,0.029722058,0.739618063,cell division cycle 20 [Source:HGNC Symbol;Acc:HGNC:1723]
ENSG00000117461,PIK3R3,2521.689463,2651.049804,1700.099208,-0.072079094,0.087812982,-0.820825034,0.411745937,0.925889643,phosphoinositide-3-kinase regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:8981]
ENSG00000117475,BLZF1,3209.892786,2946.576515,3497.648462,0.123212667,0.097257449,1.266871265,0.205201325,0.897476576,basic leucine zipper nuclear factor 1 [Source:HGNC Symbol;Acc:HGNC:1065]
ENSG00000117523,PRRC2C,22519.72932,22120.69724,20915.07511,0.025784608,0.190631156,0.13525915,0.892406982,0.992366012,proline rich coiled-coil 2C [Source:HGNC Symbol;Acc:HGNC:24903]
ENSG00000117595,IRF6,861.2709181,931.1265485,943.7573194,-0.11225198,0.102401588,-1.096193741,0.272993998,0.904063171,interferon regulatory factor 6 [Source:HGNC Symbol;Acc:HGNC:6121]
ENSG00000117632,STMN1,18354.53281,19004.46973,14061.18725,-0.050210378,0.093503077,-0.536991713,0.591273338,0.951224269,stathmin 1 [Source:HGNC Symbol;Acc:HGNC:6510]
ENSG00000117643,MAN1C1,223.5929413,332.6927728,199.7036413,-0.571713754,0.223850447,-2.553998715,0.010649365,0.537792931,mannosidase alpha class 1C member 1 [Source:HGNC Symbol;Acc:HGNC:19080]
ENSG00000117650,NEK2,1182.513031,1543.831029,799.2874302,-0.384737275,0.168792214,-2.2793544,0.022646007,0.702802818,NIMA related kinase 2 [Source:HGNC Symbol;Acc:HGNC:7745]
ENSG00000117707,PROX1,2781.25176,2698.195515,2184.18594,0.043613626,0.216807952,0.201162484,0.840571525,0.98464005,prospero homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9459]
ENSG00000117724,CENPF,20573.0455,25120.1912,12640.60217,-0.288107479,0.10201909,-2.8240546,0.004742031,0.400312314,centromere protein F [Source:HGNC Symbol;Acc:HGNC:1857]
ENSG00000118058,KMT2A,10394.44829,10598.40795,10819.12464,-0.028043956,0.224966773,-0.124658215,0.900794139,0.992453054,lysine methyltransferase 2A [Source:HGNC Symbol;Acc:HGNC:7132]
ENSG00000118193,KIF14,3161.763907,3356.014718,1960.788572,-0.086239252,0.115566389,-0.74623126,0.455527727,0.928682335,kinesin family member 14 [Source:HGNC Symbol;Acc:HGNC:19181]
ENSG00000118407,FILIP1,2163.381787,2271.530932,1658.775113,-0.070689396,0.077215661,-0.915480035,0.359939679,0.918793144,filamin A interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:21015]
ENSG00000118495,PLAGL1,1306.476286,1303.76145,1368.201872,0.002872094,0.170817505,0.016813813,0.98658515,0.9992846,PLAG1 like zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:9046]
ENSG00000118503,TNFAIP3,956.5475677,549.6413167,2958.557084,0.798914876,0.105694794,7.558696534,4.07129E-14,1.02343E-10,TNF alpha induced protein 3 [Source:HGNC Symbol;Acc:HGNC:11896]
ENSG00000118508,RAB32,7456.607207,7606.375235,9106.313783,-0.028647302,0.102356442,-0.279877863,0.779571212,0.977238336,"RAB32, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9772]"
ENSG00000118515,SGK1,16897.90341,14802.84444,19463.25368,0.190913684,0.076763299,2.487043777,0.012880955,0.574790375,serum/glucocorticoid regulated kinase 1 [Source:HGNC Symbol;Acc:HGNC:10810]
ENSG00000118777,ABCG2,2807.195632,3093.56901,2230.237216,-0.140216308,0.086134747,-1.627871601,0.103552114,0.897476576,ATP binding cassette subfamily G member 2 (Junior blood group) [Source:HGNC Symbol;Acc:HGNC:74]
ENSG00000118946,PCDH17,695.5669469,740.9704071,423.8596096,-0.091447279,0.197389973,-0.463282292,0.643162037,0.958598298,protocadherin 17 [Source:HGNC Symbol;Acc:HGNC:14267]
ENSG00000118985,ELL2,3499.175448,3217.489078,4185.117723,0.120756812,0.088474954,1.364870018,0.172293907,0.897476576,elongation factor for RNA polymerase II 2 [Source:HGNC Symbol;Acc:HGNC:17064]
ENSG00000119326,CTNNAL1,11037.43379,10791.62725,11364.86292,0.032477176,0.102275453,0.317546147,0.750829229,0.97241349,catenin alpha like 1 [Source:HGNC Symbol;Acc:HGNC:2512]
ENSG00000119403,PHF19,3984.267347,4854.399317,3162.633754,-0.284789433,0.076723368,-3.711899532,0.00020571,0.062891554,PHD finger protein 19 [Source:HGNC Symbol;Acc:HGNC:24566]
ENSG00000119514,GALNT12,736.6701045,645.0185613,739.3095987,0.190512002,0.101805332,1.871336182,0.061298498,0.86594722,polypeptide N-acetylgalactosaminyltransferase 12 [Source:HGNC Symbol;Acc:HGNC:19877]
ENSG00000119630,PGF,58894.07708,62208.60553,52408.48813,-0.078972766,0.103534785,-0.762765535,0.445603239,0.928168619,placental growth factor [Source:HGNC Symbol;Acc:HGNC:8893]
ENSG00000119636,BBOF1,207.8462074,178.4712775,237.6030379,0.216215015,0.166792361,1.296312456,0.194867859,0.897476576,basal body orientation factor 1 [Source:HGNC Symbol;Acc:HGNC:19855]
ENSG00000119681,LTBP2,60752.0635,69788.08016,57535.75902,-0.200046063,0.173027523,-1.156151688,0.247619117,0.900482151,latent transforming growth factor beta binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6715]
ENSG00000119711,ALDH6A1,1167.70329,1236.201552,1267.277906,-0.082732377,0.092619155,-0.893253421,0.371721476,0.922186203,aldehyde dehydrogenase 6 family member A1 [Source:HGNC Symbol;Acc:HGNC:7179]
ENSG00000119714,GPR68,133.8435119,124.2941755,209.8898063,0.110067265,0.22814034,0.482454199,0.629483327,0.956897741,G protein-coupled receptor 68 [Source:HGNC Symbol;Acc:HGNC:4519]
ENSG00000119718,EIF2B2,8781.378697,8869.290867,7576.116386,-0.014353439,0.078937387,-0.181833222,0.855713612,0.987257578,eukaryotic translation initiation factor 2B subunit beta [Source:HGNC Symbol;Acc:HGNC:3258]
ENSG00000119771,KLHL29,1161.474547,1211.437542,1269.869899,-0.06044006,0.135972716,-0.444501383,0.656680129,0.959937119,kelch like family member 29 [Source:HGNC Symbol;Acc:HGNC:29404]
ENSG00000119801,YPEL5,7630.757722,6713.976875,9560.341327,0.184539326,0.093341601,1.977031946,0.048038019,0.833976569,yippee like 5 [Source:HGNC Symbol;Acc:HGNC:18329]
ENSG00000119900,OGFRL1,6081.639515,4917.878864,8807.471233,0.30621634,0.102151113,2.997679928,0.002720432,0.296908185,opioid growth factor receptor like 1 [Source:HGNC Symbol;Acc:HGNC:21378]
ENSG00000119917,IFIT3,191.5489953,223.1737219,620.5296056,-0.217430799,0.200355145,-1.08522693,0.27782116,0.904063171,interferon induced protein with tetratricopeptide repeats 3 [Source:HGNC Symbol;Acc:HGNC:5411]
ENSG00000119922,IFIT2,99.71050405,112.9735131,263.4772913,-0.178068971,0.191069309,-0.931960093,0.35135715,0.917041927,interferon induced protein with tetratricopeptide repeats 2 [Source:HGNC Symbol;Acc:HGNC:5409]
ENSG00000119938,PPP1R3C,292.2800695,248.7501893,288.5949823,0.232507207,0.142992885,1.626005425,0.103948501,0.897476576,protein phosphatase 1 regulatory subunit 3C [Source:HGNC Symbol;Acc:HGNC:9293]
ENSG00000119943,PYROXD2,205.6465448,224.4386696,218.9991593,-0.124785774,0.154212415,-0.809181118,0.418410974,0.925889643,pyridine nucleotide-disulphide oxidoreductase domain 2 [Source:HGNC Symbol;Acc:HGNC:23517]
ENSG00000119969,HELLS,5027.506468,5520.588625,3585.262104,-0.135052357,0.122578545,-1.101761781,0.27056525,0.904063171,"helicase, lymphoid specific [Source:HGNC Symbol;Acc:HGNC:4861]"
ENSG00000120075,HOXB5,120.3368817,144.4041865,127.6318408,-0.263586586,0.30657009,-0.859792247,0.389903574,0.925889643,homeobox B5 [Source:HGNC Symbol;Acc:HGNC:5116]
ENSG00000120156,TEK,25383.34102,25532.56895,29943.23008,-0.008450877,0.070621469,-0.119664413,0.904748992,0.992679011,TEK receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11724]
ENSG00000120262,CCDC170,145.2928215,190.1191653,184.1887836,-0.384283784,0.148608019,-2.585888618,0.009712831,0.517200483,coiled-coil domain containing 170 [Source:HGNC Symbol;Acc:HGNC:21177]
ENSG00000120334,CENPL,1353.686409,1513.14353,1004.017721,-0.160802354,0.094857575,-1.695197811,0.090037902,0.894474194,centromere protein L [Source:HGNC Symbol;Acc:HGNC:17879]
ENSG00000120337,TNFSF18,6075.816676,5565.513998,15087.22253,0.126484761,0.12388487,1.020986346,0.307260908,0.908690595,TNF superfamily member 18 [Source:HGNC Symbol;Acc:HGNC:11932]
ENSG00000120549,KIAA1217,1210.794061,1103.054065,1179.806193,0.134272599,0.189236611,0.709548744,0.477984014,0.932275972,KIAA1217 [Source:HGNC Symbol;Acc:HGNC:25428]
ENSG00000120658,ENOX1,175.4631838,148.8098172,146.9979692,0.238841806,0.188272659,1.26859528,0.204585449,0.897476576,ecto-NOX disulfide-thiol exchanger 1 [Source:HGNC Symbol;Acc:HGNC:25474]
ENSG00000120686,UFM1,9001.078972,7582.487756,9526.309806,0.247330741,0.134594304,1.837601837,0.066121098,0.877915779,ubiquitin fold modifier 1 [Source:HGNC Symbol;Acc:HGNC:20597]
